text,intent,sentiment,product,plan,country,user_type
please process a refund for prepaid unlimited,refund,negative,mobile,prepaid unlimited,Singapore,individual
i need my money back for smart traffic,refund,negative,iot,smart traffic,Thailand,enterprise
i want a refund for my smart parking,refund,negative,iot,smart parking,India,individual
i need my money back for fiber 300,refund,negative,broadband,fiber 300,Thailand,individual
is refund possible for fleet iot,refund,negative,iot,fleet iot,USA,individual
please process a refund for vm enterprise,refund,negative,cloud,vm enterprise,USA,enterprise
i want a refund for my prepaid basic,refund,negative,mobile,prepaid basic,USA,individual
i want a refund for my prepaid basic,refund,negative,mobile,prepaid basic,USA,individual
can i get a refund for storage 10tb,refund,negative,cloud,storage 10tb,Thailand,enterprise
can i get a refund for prepaid unlimited,refund,negative,mobile,prepaid unlimited,India,enterprise
i need my money back for fiber 100,refund,negative,broadband,fiber 100,Thailand,individual
is refund possible for fiber 300,refund,negative,broadband,fiber 300,Singapore,individual
is refund possible for fiber 300,refund,negative,broadband,fiber 300,Singapore,individual
can i get a refund for postpaid silver,refund,negative,mobile,postpaid silver,India,individual
i need my money back for fiber 100,refund,negative,broadband,fiber 100,India,enterprise
i want a refund for my fiber 1gbps,refund,negative,broadband,fiber 1gbps,USA,individual
i want a refund for my vm enterprise,refund,negative,cloud,vm enterprise,Singapore,enterprise
can i get angstrom refund for prepaid unlimited,refund,negative,mobile,prepaid unlimited,India,enterprise
can i get a refund for smart traffic,refund,negative,iot,smart traffic,Singapore,enterprise
is refund possible for vm pro,refund,negative,cloud,vm pro,Thailand,individual
i want a refund for my fiber 1gbps,refund,negative,broadband,fiber 1gbps,USA,individual
i need my money back for smart parking,refund,negative,iot,smart parking,USA,enterprise
can i get a refund for fiber 300,refund,negative,broadband,fiber 300,Thailand,individual
i want a refund for my prepaid plus,refund,negative,mobile,prepaid plus,Singapore,enterprise
i need my money back for vm basic,refund,negative,cloud,vm basic,USA,enterprise
can i get a refund for fiber 300,refund,negative,broadband,fiber 300,Thailand,individual
is refund possible for smart traffic,refund,negative,iot,smart traffic,India,individual
can i get a refund for vm pro,refund,negative,cloud,vm pro,USA,enterprise
is refund possible forfiber 300,refund,negative,broadband,fiber 300,Singapore,individual
i need my money back for fiber 100,refund,negative,broadband,fiber 100,India,enterprise
is refund possible for storage 1tb,refund,negative,cloud,storage 1tb,India,individual
please process arefund for prepaid limitless,refund,negative,mobile,prepaid unlimited,USA,enterprise
is refund possible for smart parking,refund,negative,iot,smart parking,India,individual
can i get a refund for storage 10tb,refund,negative,cloud,storage 10tb,Thailand,enterprise
can i get a refund for smrat traffic,refund,negative,iot,smart traffic,USA,individual
please process a refund for fiber 1gbps,refund,negative,broadband,fiber 1gbps,Thailand,individual
i want a refund for my postpaid silver,refund,negative,mobile,postpaid silver,Thailand,individual
i want a refund for my fiber 1gbps,refund,negative,broadband,fiber 1gbps,USA,individual
can i get a refund for smart traffic,refund,negative,iot,smart traffic,Singapore,enterprise
please process a refund for smart traffic,refund,negative,iot,smart traffic,Thailand,enterprise
is refund possible for vm pro,refund,negative,cloud,vm pro,Thailand,individual
i want a refund for my smart traffic,refund,negative,iot,smart traffic,India,enterprise
i want a refund for my vm enterprise,refund,negative,cloud,vm enterprise,Singapore,enterprise
i want a refund for my vm pro,refund,negative,cloud,vm pro,Thailand,individual
is refund possible for fleet iot,refund,negative,iot,fleet iot,USA,individual
please process a refund for prepaid basic,refund,negative,mobile,prepaid basic,India,individual
is refund possible for storage 10tb,refund,negative,cloud,storage 10tb,Singapore,enterprise
is refund possible for storage 10tb,refund,negative,cloud,storage 10tb,Singapore,enterprise
i need my money back for fiber 300,refund,negative,broadband,fiber 300,India,individual
i want a refund for my smart traffic,refund,negative,iot,smart traffic,Singapore,enterprise
is refund possible for storage 10tb,refund,negative,cloud,storage 10tb,India,enterprise
is refund possible for smart parking,refund,negative,iot,smart parking,USA,individual
i want a refund for my smart parking,refund,negative,iot,smart parking,India,individual
i want a refund for my fiber 1gbps,refund,negative,broadband,fiber 1gbps,USA,individual
iodinewant a refund for my postpaid gold,refund,negative,mobile,postpaid gold,India,individual
is refund possible for storage 10tb,refund,negative,cloud,storage 10tb,Thailand,enterprise
i want a refund for my fiber 1gbps,refund,negative,broadband,fiber 1gbps,USA,individual
i want a refudn for my smart traffic,refund,negative,iot,smart traffic,Singapore,enterprise
can i get a refund for vm pro,refund,negative,cloud,vm pro,USA,enterprise
is refund possible for vm enterprise,refund,negative,cloud,vm enterprise,Thailand,enterprise
i need my money back for postpaid gold,refund,negative,mobile,postpaid gold,India,enterprise
is refund possible for vm basic,refund,negative,cloud,vm basic,Thailand,individual
i need my money back for fleet iot,refund,negative,iot,fleet iot,USA,enterprise
is refund possible for storage 10tb,refund,negative,cloud,storage 10tb,Singapore,individual
i want a refund for my storage 1tb,refund,negative,cloud,storage 1tb,Singapore,individual
can i get a refund for fiber 100,refund,negative,broadband,fiber 100,USA,individual
i want a refund for my storage 1tb,refund,negative,cloud,storage 1tb,Singapore,individual
can i get a refund for prepaid unlimited,refund,negative,mobile,prepaid unlimited,USA,individual
i need my money back for fiber hundred,refund,negative,broadband,fiber 100,USA,individual
i need my money dorsum for fiber 100,refund,negative,broadband,fiber 100,India,enterprise
can i get a refundfor fiber 300,refund,negative,broadband,fiber 300,Thailand,individual
can i get a refund for fiber 300,refund,negative,broadband,fiber 300,India,individual
is refund possible for storage 10tb,refund,negative,cloud,storage 10tb,Thailand,enterprise
please process angstrom refund for prepaid basic,refund,negative,mobile,prepaid basic,Thailand,individual
is refund possible for vm basic,refund,negative,cloud,vm basic,Thailand,individual
is refund possible for prepaid plus,refund,negative,mobile,prepaid plus,USA,enterprise
i wanta refund for my fiber 1gbps,refund,negative,broadband,fiber 1gbps,USA,individual
iodine need my money back for fiber 300,refund,negative,broadband,fiber 300,India,individual
can i get a refund for postpaid platinum,refund,negative,mobile,postpaid platinum,USA,individual
i need my money back for smart parking,refund,negative,iot,smart parking,USA,enterprise
i need my money back for fiber 1gbps,refund,negative,broadband,fiber 1gbps,Singapore,individual
i need my money back for fiber 300,refund,negative,broadband,fiber 300,India,individual
can i get a refund for fiber 300,refund,negative,broadband,fiber 300,Thailand,individual
i want a refund for my postpaid gold,refund,negative,mobile,postpaid gold,India,individual
i need my money back for fiber 300,refund,negative,broadband,fiber 300,India,individual
please process a refund for prepaid basic,refund,negative,mobile,prepaid basic,India,individual
i need my money back for smart parking,refund,negative,iot,smart parking,India,enterprise
is refund possible for fiber 300,refund,negative,broadband,fiber 300,Singapore,individual
i privaiton a refund for my smart traffic,refund,negative,iot,smart traffic,Singapore,enterprise
is refund possible for smaritngtraffic,refund,negative,iot,smart traffic,India,individual
is refund possible for vm enterprise,refund,negative,cloud,vm enterprise,India,enterprise
i want a refund for my storage 1tb,refund,negative,cloud,storage 1tb,Singapore,individual
can i get a refund for smart traffic,refund,negative,iot,smart traffic,Thailand,enterprise
is refund possible for vm enterprise,refund,negative,cloud,vm enterprise,India,enterprise
please procedurea refund for smart traffic,refund,negative,iot,smart traffic,Thailand,enterprise
is refund possible for postpaid gold,refund,negative,mobile,postpaid gold,Singapore,individual
i want a refund for my fiber 1gbps,refund,negative,broadband,fiber 1gbps,USA,individual
i want a refund for my prepaid plus,refund,negative,mobile,prepaid plus,Singapore,enterprise
i need my money back for fleet iot,refund,negative,iot,fleet iot,India,enterprise
is refund possible for vm pro,refund,negative,cloud,vm pro,Thailand,individual
please process a refund for prepaid unlimited,refund,negative,mobile,prepaid unlimited,USA,enterprise
i need my money back for fiber 300,refund,negative,broadband,fiber 300,Thailand,individual
i need my money back for smart parking,refund,negative,iot,smart parking,India,enterprise
is refund possible for prepaid unlimited,refund,negative,mobile,prepaid unlimited,India,enterprise
is refund possible for fiber 100,refund,negative,broadband,fiber 100,Thailand,enterprise
i need my money back for fleet iot,refund,negative,iot,fleet iot,India,enterprise
i need my money back for smart parking,refund,negative,iot,smart parking,India,enterprise
i want a refund for my prepaid basic,refund,negative,mobile,prepaid basic,USA,individual
i need my money back for fleet iot,refund,negative,iot,fleet iot,USA,enterprise
is refund possible for fiber 300,refund,negative,broadband,fiber 300,Singapore,individual
i want a refund for my vm pro,refund,negative,cloud,vm pro,Thailand,individual
i want a refund for my smrat traffic,refund,negative,iot,smart traffic,India,enterprise
can i get a refund for fleet iot,refund,negative,iot,fleet iot,Thailand,individual
please process a refund for vm basic,refund,negative,cloud,vm basic,India,individual
is refund possible for storage 1tb,refund,negative,cloud,storage 1tb,India,individual
i need my money back for fiber 300,refund,negative,broadband,fiber 300,Thailand,individual
can i get a refund for fleet iot,refund,negative,iot,fleet iot,Thailand,individual
i need my money back for fiber 100,refund,negative,broadband,fiber 100,Thailand,individual
iodine want arefund for my vm basic,refund,negative,cloud,vm basic,India,individual
is refund possible for vm pro,refund,negative,cloud,vm pro,Thailand,individual
can i get a refund for postpaid platinum,refund,negative,mobile,postpaid platinum,India,enterprise
i want a refund for my postpaid gold,refund,negative,mobile,postpaid gold,India,individual
please process a refund for fiber 1gbps,refund,negative,broadband,fiber 1gbps,Thailand,individual
i need my money back for vm basic,refund,negative,cloud,vm basic,India,individual
